exam,variant,target,slice_type,slice_value,n,spearman,actual_mean,pred_mean,actual_median,pred_median,metric,error,signed_error,actual_to_pred_ratio
dual,cover_yolo,meanScore,source_slice,OTHER_SMALL,84,0.5217496989079619,59.5797619047619,53.900486156684096,58.2,54.40017469810021,mae,6.18547361219885,-5.679275748077809,
dual,cover_yolo,meanScore,source_slice,UNKNOWN,83,0.4658601352081415,58.77590361445784,54.10511529028859,58.8,54.13874521479628,mae,5.729730494318973,-4.670788324169251,
dual,cover_yolo,meanScore,source_slice,VIDEO_GAME,149,0.44646891923487714,60.02684563758389,54.63364832523604,59.400000000000006,55.19909011485138,mae,6.283911935727044,-5.393197312347852,
dual,cover_yolo,meanScore,popularity_tail,lower_90pct,1081,0.5802472565731854,59.234042553191486,54.46845791939976,59.0,55.20547321549689,mae,6.05189477736697,-4.765584633791733,
dual,cover_yolo,meanScore,popularity_tail,top_10pct,121,0.10987603969658821,70.03305785123966,59.999103096617624,69.7,60.34654767504772,mae,10.423304069356089,-10.033954754622041,
pop_only,cover_yolo_coverbanner_proxy,popularity,popularity_quantile,Q1_low,753,0.03896349238772391,100.73705179282868,367.79920273613544,108.0,317.76305870622406,log_mae,1.1958537913292009,1.191241889399934,0.27389143598850846
pop_only,cover_yolo_coverbanner_proxy,popularity,popularity_quantile,Q2,753,0.04200228811971392,163.09561752988049,419.26363902364477,159.0,339.082245379037,log_mae,0.818233220471788,0.7679966607182825,0.3890049180264892
pop_only,cover_yolo_coverbanner_proxy,popularity,popularity_quantile,Q3,753,0.022881236570270084,307.61752988047806,486.2892211499036,303.0,381.487695738369,log_mae,0.5234952729670018,0.2282840391534,0.6325814278857969
pop_only,cover_yolo_coverbanner_proxy,popularity,popularity_quantile,Q4,753,0.292065005823126,686.9654714475431,855.5632590101485,612.0,510.8511230445816,log_mae,0.6240821262563555,-0.18259750801260458,0.8029394252417219
pop_only,cover_yolo_coverbanner_proxy,popularity,popularity_quantile,Q5_high,753,0.2500405515135177,17800.314741035858,1463.4403703939427,5392.0,1067.2841685542098,log_mae,1.9253832849003258,-1.8446279948700364,12.163334496672524
pop_only,cover_yolo_coverbanner_proxy,popularity,release_period,2010-2014,613,0.3801569642401964,3735.009787928222,552.2226921126849,283.0,388.170283363788,log_mae,0.9807021296399762,-0.010978045686500832,6.7635934583544195
pop_only,cover_yolo_coverbanner_proxy,popularity,release_period,2015-2019,1137,0.3805600947506307,3548.233948988566,572.4138191507446,258.0,379.836229425725,log_mae,1.0132592614980118,0.033070115193039845,6.19872167700784
pop_only,cover_yolo_coverbanner_proxy,popularity,release_period,2020-2026,1183,0.6183314917323331,5460.506339814032,689.6965619138432,268.0,446.7330965253972,log_mae,1.1215921490254988,-0.10643867811713809,7.917259040209856
pop_only,cover_yolo_coverbanner_proxy,popularity,release_period,<=2009,828,0.5046357125575164,1767.3852657004832,1083.812752588642,395.0,558.400894362074,log_mae,0.8919234497249555,0.2749928549083534,1.6307108967662138
pop_only,cover_yolo_coverbanner_proxy,popularity,format_slice,MOVIE,861,0.399420437004136,1897.6469221835075,901.7692468194534,183.0,382.2180210339246,log_mae,1.0356569650091403,0.43477981798005105,2.1043597670651573
pop_only,cover_yolo_coverbanner_proxy,popularity,format_slice,ONA,1118,0.28141958171519704,1093.4212880143114,460.82641787868477,261.5,365.19578632074376,log_mae,0.8694687444592659,0.22915136195797245,2.3727400287675366
pop_only,cover_yolo_coverbanner_proxy,popularity,format_slice,OVA,296,0.4423844896214394,3111.429054054054,740.9439964547101,416.5,574.2493926222239,log_mae,0.8365676181936039,0.07877450185963226,4.199276961473078
pop_only,cover_yolo_coverbanner_proxy,popularity,format_slice,SPECIAL,761,0.672120046328675,8516.735873850197,982.9982643651424,967.0,718.5688936780838,log_mae,1.223361952792264,-0.5889735054742368,8.664039584394006
pop_only,cover_yolo_coverbanner_proxy,popularity,format_slice,TV,715,0.49548081921545956,5580.904895104895,611.2602208350708,248.0,387.00209080288926,log_mae,1.0639188180161587,-0.08546343505881072,9.130162089528032
pop_only,cover_yolo_coverbanner_proxy,popularity,format_slice,UNKNOWN,14,0.4593406593406593,7309.928571428572,641.7442559150137,3466.5,414.26887743071154,log_mae,1.9625568507982802,-1.7024999083175716,11.390719128457032
pop_only,cover_yolo_coverbanner_proxy,popularity,source_slice,LIGHT_NOVEL,213,0.5207396677315884,20746.798122065728,1510.1233517857402,4116.0,1021.8953063172008,log_mae,1.7861703220822212,-1.283218208045277,13.738479110022617
pop_only,cover_yolo_coverbanner_proxy,popularity,source_slice,MANGA,591,0.583281900441318,10361.260575296108,1118.526182378989,1582.0,876.7983932793605,log_mae,1.3761799253416045,-0.8227500539047637,9.263315189688974
pop_only,cover_yolo_coverbanner_proxy,popularity,source_slice,ORIGINAL,1760,0.28282422051996436,969.6170454545454,548.6438600177531,195.0,334.5635125539785,log_mae,0.8916530141139819,0.3330524695649911,1.7672977246536037
pop_only,cover_yolo_coverbanner_proxy,popularity,source_slice,OTHER,263,0.40931350926114135,752.7300380228137,743.759398252873,293.0,399.3757717631484,log_mae,0.8741292221230528,0.34107569954983913,1.0120612119873889
pop_only,cover_yolo_coverbanner_proxy,popularity,source_slice,OTHER_SMALL,291,0.37305289214972587,2601.9896907216494,552.6575506412612,275.0,428.0015420754044,log_mae,0.9292773778041293,0.259117562212868,4.708141031824321
pop_only,cover_yolo_coverbanner_proxy,popularity,source_slice,UNKNOWN,395,0.38106560797711153,441.04810126582277,594.9922929465013,278.0,462.6746153114624,log_mae,0.7416150330156873,0.4929281267244386,0.7412669147051953
pop_only,cover_yolo_coverbanner_proxy,popularity,source_slice,VIDEO_GAME,252,0.42313333673859505,3860.1746031746034,655.8387709273858,522.0,503.8483459359662,log_mae,1.0881244258321736,-0.26075638830885783,5.885859107896505
pop_only,cover_yolo_coverbanner_proxy,popularity,popularity_tail,lower_90pct,3388,0.3995589465774065,581.8459268004723,617.2066277518213,264.0,399.4061968389283,log_mae,0.8280489239403757,0.3381410504586176,0.9427084879497315
pop_only,cover_yolo_coverbanner_proxy,popularity,popularity_tail,top_10pct,377,0.24804434304270692,32838.010610079575,1628.5087042151242,17056.0,1247.8086133382096,log_mae,2.7191436623906764,-2.7186158432437613,20.164467359053003
dual,cover_yolo_coverbanner_proxy,popularity,popularity_quantile,Q1_low,241,0.18441027570777582,409.8464730290456,415.25885706531517,419.0,374.3536281392076,log_mae,0.44693043724138043,-0.1230045828581065,0.9869662405890159
dual,cover_yolo_coverbanner_proxy,popularity,popularity_quantile,Q2,240,0.28437959822835607,680.3333333333334,820.6065601171489,672.0,530.1304139692295,log_mae,0.5731002400689978,-0.23106138206507534,0.8290615337467078
dual,cover_yolo_coverbanner_proxy,popularity,popularity_quantile,Q3,240,0.20484600188976418,1276.4625,1372.05123267317,1249.5,728.6136830206658,log_mae,0.8353723029412488,-0.39164124267589545,0.930331513578444
dual,cover_yolo_coverbanner_proxy,popularity,popularity_quantile,Q4,240,0.1088249240709291,3558.4083333333333,1098.0450371471213,3276.0,914.6807602841917,log_mae,1.3430845234906836,-1.3283392716402531,3.2406761225191536
dual,cover_yolo_coverbanner_proxy,popularity,popularity_quantile,Q5_high,241,0.2655790837032149,36350.73858921162,1845.196736514323,18566.0,1385.2601335516208,log_mae,2.738141365883896,-2.737315690288929,19.700196661890995
dual,cover_yolo_coverbanner_proxy,popularity,release_period,2010-2014,205,0.6836284441660312,10735.439024390244,889.3373583229213,1292.0,590.839652058995,log_mae,1.3179644850296468,-1.224366831110515,12.071278603020486
dual,cover_yolo_coverbanner_proxy,popularity,release_period,2015-2019,387,0.6892706799417514,10023.839793281653,931.5055657543862,1276.0,613.1284739649998,log_mae,1.2932321732437633,-1.196572591431079,10.760901664783695
dual,cover_yolo_coverbanner_proxy,popularity,release_period,2020-2026,279,0.5676924747348202,9957.021505376344,1026.178436797412,1355.0,693.8927219514165,log_mae,1.2469510220676583,-1.0532417683348256,9.703011823607495
dual,cover_yolo_coverbanner_proxy,popularity,release_period,<=2009,331,0.49095739083690865,4002.870090634441,1526.9724500545442,1131.0,787.7553722899795,log_mae,0.9347827639882905,-0.4521570825771291,2.6214422470369105
dual,cover_yolo_coverbanner_proxy,popularity,format_slice,MOVIE,177,0.37412239152200866,6447.141242937853,2005.0383555070796,1331.0,747.4023046104538,log_mae,1.319969071629417,-0.5748763077250999,3.2154702802716977
dual,cover_yolo_coverbanner_proxy,popularity,format_slice,ONA,383,0.37557952205530853,2572.135770234987,562.8457177962549,619.0,421.7806221019412,log_mae,0.8437182528700928,-0.6736823708360352,4.569877124242557
dual,cover_yolo_coverbanner_proxy,popularity,format_slice,OVA,127,0.6446049066303745,6878.779527559055,928.2851376520226,831.0,662.4405266199215,log_mae,0.9154996203678624,-0.7940368065997929,7.410201077826194
dual,cover_yolo_coverbanner_proxy,popularity,format_slice,SPECIAL,481,0.5282802888369406,13265.293139293139,1287.4629274064562,3192.0,976.7023843128252,log_mae,1.4349104195559401,-1.3195316797180234,10.303436982077265
dual,cover_yolo_coverbanner_proxy,popularity,format_slice,TV,34,0.6174178762414056,23601.970588235294,791.61464213669,1158.0,460.3308178810847,log_mae,1.9040300115481343,-1.8316580611718238,29.814974776780197
dual,cover_yolo_coverbanner_proxy,popularity,source_slice,LIGHT_NOVEL,115,0.5087992361708712,27914.2,1810.1710393618105,7501.0,1145.0126862751854,log_mae,1.978023429188299,-1.8340501811299266,15.420752731654222
dual,cover_yolo_coverbanner_proxy,popularity,source_slice,MANGA,306,0.43935335880843224,12683.601307189543,1362.9138387593794,3065.0,1093.7264126935038,log_mae,1.4464330057495949,-1.3052189705481356,9.306238550439149
dual,cover_yolo_coverbanner_proxy,popularity,source_slice,ORIGINAL,386,0.5345332309288359,3243.497409326425,995.4963943844591,751.0,481.56220713178726,log_mae,1.0351463653850248,-0.6697113613026136,3.2581709262060787
dual,cover_yolo_coverbanner_proxy,popularity,source_slice,OTHER,79,0.4811976997632982,1623.3164556962026,1134.874154655413,664.0,481.4256350462646,log_mae,0.859463482877477,-0.4630713657394208,1.4303933603890184
dual,cover_yolo_coverbanner_proxy,popularity,source_slice,OTHER_SMALL,84,0.5424300258298792,8098.333333333333,766.157683491259,838.5,573.5000720822461,log_mae,0.9994676775171869,-0.9026889362271854,10.570060847566669
dual,cover_yolo_coverbanner_proxy,popularity,source_slice,UNKNOWN,83,0.24811481649756767,1182.9759036144578,670.9364927307562,715.0,568.3502252664941,log_mae,0.531198671428085,-0.4017871354670646,1.7631712038790246
dual,cover_yolo_coverbanner_proxy,popularity,source_slice,VIDEO_GAME,149,0.5323069081470133,6261.4496644295305,774.1982032926361,1202.0,589.2710597846444,log_mae,1.0898383863857002,-0.9597922073770814,8.087657188817822
dual,cover_yolo_coverbanner_proxy,popularity,popularity_tail,lower_90pct,1081,0.5456920261392296,2534.0980573543015,989.0795486427087,1055.0,625.4205876652466,log_mae,0.9505280998880193,-0.700399737673879,2.5620770956509884
dual,cover_yolo_coverbanner_proxy,popularity,popularity_tail,top_10pct,121,0.21610215417965037,61517.27272727273,2192.921364916614,40447.0,1499.6223387500247,log_mae,3.3095464837559176,-3.3095464837559176,28.052657843302068
dual,cover_yolo_coverbanner_proxy,meanScore,popularity_quantile,Q1_low,241,0.37599709794247416,55.483817427385894,50.47479742322999,55.8,51.77273013213632,mae,6.3920292866114385,-5.009020004155907,
dual,cover_yolo_coverbanner_proxy,meanScore,popularity_quantile,Q2,240,0.49748007416906825,57.357083333333335,53.02859103651329,57.4,53.527350384477614,mae,5.52330610972148,-4.328492296820047,
dual,cover_yolo_coverbanner_proxy,meanScore,popularity_quantile,Q3,240,0.5240245660025372,57.83541666666667,55.31799385017548,58.650000000000006,55.53327054177463,mae,4.804590322232201,-2.517422816491187,
dual,cover_yolo_coverbanner_proxy,meanScore,popularity_quantile,Q4,240,0.29232647773360704,62.514583333333334,57.61714629737476,63.0,58.61628392483776,mae,6.307960254435631,-4.897437035958579,
dual,cover_yolo_coverbanner_proxy,meanScore,popularity_quantile,Q5_high,241,0.2759082036905109,68.40124481327801,59.67775116003042,68.2,59.96117035157888,mae,9.010518289038064,-8.723493653247587,
dual,cover_yolo_coverbanner_proxy,meanScore,score_quantile,Q1_low,241,0.14496713885883122,51.111203319502074,49.194023737471454,51.900000000000006,49.263717514327006,mae,5.341047775927015,-1.917179582030621,
dual,cover_yolo_coverbanner_proxy,meanScore,score_quantile,Q2,240,0.12614492855541587,56.555,53.085444467356105,56.6,53.70882007291025,mae,4.999846602947326,-3.4695555326439065,
dual,cover_yolo_coverbanner_proxy,meanScore,score_quantile,Q3,240,0.17171244208085815,59.88125,55.841847790964344,59.8,56.10864767768724,mae,5.239245337509609,-4.039402209035658,
dual,cover_yolo_coverbanner_proxy,meanScore,score_quantile,Q4,240,0.12266201750934484,63.67541666666666,58.28940747380576,63.5,58.836961781167275,mae,5.731679913052132,-5.386009192860911,
dual,cover_yolo_coverbanner_proxy,meanScore,score_quantile,Q5_high,241,0.22017983773107444,70.37925311203318,59.71075533734479,69.3,60.03839571127515,mae,10.723824944499496,-10.668497774688397,
dual,cover_yolo_coverbanner_proxy,meanScore,release_period,2010-2014,205,0.6511672129778805,59.234146341463415,54.8491523627488,58.9,55.98494912411055,mae,5.959152145377756,-4.3849939787146175,
dual,cover_yolo_coverbanner_proxy,meanScore,release_period,2015-2019,387,0.5930133678658442,59.789922480620156,54.819074300384955,58.9,56.02747393430426,mae,6.478156255572037,-4.970848180235202,
dual,cover_yolo_coverbanner_proxy,meanScore,release_period,2020-2026,279,0.42059761788012373,62.91684587813621,56.67638991064886,61.8,57.219571013825,mae,7.278724163538839,-6.2404559674873425,
dual,cover_yolo_coverbanner_proxy,meanScore,release_period,<=2009,331,0.6442349648901856,59.42749244712991,54.701779211654056,59.2,54.95314888444648,mae,5.876685402201845,-4.725713235475858,
dual,cover_yolo_coverbanner_proxy,meanScore,format_slice,MOVIE,177,0.6226482983280942,58.9774011299435,53.569911993526176,58.5,54.02096313470213,mae,7.092991022546162,-5.407489136417326,
dual,cover_yolo_coverbanner_proxy,meanScore,format_slice,ONA,383,0.48846659160659317,57.30208877284595,52.10797699378242,56.5,52.79974098238842,mae,6.487556437972071,-5.194111779063533,
dual,cover_yolo_coverbanner_proxy,meanScore,format_slice,OVA,127,0.5302081975121625,61.67480314960631,54.60950255880592,59.6,54.099776103584425,mae,7.2803158026793255,-7.065300590800372,
dual,cover_yolo_coverbanner_proxy,meanScore,format_slice,SPECIAL,481,0.41409743449176756,62.896673596673594,58.423948945579355,62.8,59.12317796095242,mae,5.833962569873518,-4.472724651094246,
dual,cover_yolo_coverbanner_proxy,meanScore,format_slice,TV,34,0.5605562919499338,59.832352941176474,55.926582749299484,58.650000000000006,58.28731536438096,mae,6.8732335494574786,-3.905770191876983,
dual,cover_yolo_coverbanner_proxy,meanScore,source_slice,LIGHT_NOVEL,115,0.3714279521845882,65.40347826086956,59.30773405409417,64.1,60.20195642866484,mae,6.912921507180125,-6.095744206775401,
dual,cover_yolo_coverbanner_proxy,meanScore,source_slice,MANGA,306,0.3631286298658844,64.05326797385622,58.807783938625164,63.9,59.56417284518409,mae,6.629800204839146,-5.245484035231044,
dual,cover_yolo_coverbanner_proxy,meanScore,source_slice,ORIGINAL,386,0.5628044403183511,57.23575129533679,52.33831226500319,56.55,52.87974779891999,mae,6.601213132906445,-4.897439030333597,
dual,cover_yolo_coverbanner_proxy,meanScore,source_slice,OTHER,79,0.5604679221958061,56.50886075949367,52.46388118384309,56.4,52.14914462463635,mae,5.39562839633611,-4.0449795756505775,
dual,cover_yolo_coverbanner_proxy,meanScore,source_slice,OTHER_SMALL,84,0.5140036478354462,59.5797619047619,54.03511667687708,58.2,54.870219905042774,mae,6.116868831561978,-5.544645227884841,
dual,cover_yolo_coverbanner_proxy,meanScore,source_slice,UNKNOWN,83,0.4608319235592828,58.77590361445784,54.258847463854345,58.8,54.18572918594817,mae,5.667496689611309,-4.517056150603495,
dual,cover_yolo_coverbanner_proxy,meanScore,source_slice,VIDEO_GAME,149,0.43438194303296596,60.02684563758389,54.851134920325194,59.400000000000006,55.165894976365365,mae,6.190420233269037,-5.175710717258697,
dual,cover_yolo_coverbanner_proxy,meanScore,popularity_tail,lower_90pct,1081,0.5726022354524076,59.234042553191486,54.66661612691152,59.0,55.37663187940368,mae,5.979294925870354,-4.567426426279965,
dual,cover_yolo_coverbanner_proxy,meanScore,popularity_tail,top_10pct,121,0.10320631308307333,70.03305785123966,60.19378231032765,69.7,60.52004970467257,mae,10.256212856191011,-9.839275540912015,
