exam,variant,target,slice_type,slice_value,n,spearman,actual_mean,pred_mean,actual_median,pred_median,metric,error,signed_error,actual_to_pred_ratio
dual,cover_yolo,meanScore,release_period,2010-2014,205,0.6625708421147937,59.234146341463415,54.61058178678351,58.9,55.71679931229987,mae,6.062011554869359,-4.623564554679903,
dual,cover_yolo,meanScore,release_period,2015-2019,387,0.599494056782762,59.789922480620156,54.587478833434105,58.9,55.9098785050753,mae,6.560918717574875,-5.2024436471860485,
dual,cover_yolo,meanScore,release_period,2020-2026,279,0.43119815863307936,62.91684587813621,56.46558846395235,61.8,56.89916613864069,mae,7.399815341686119,-6.45125741418385,
dual,cover_yolo,meanScore,release_period,<=2009,331,0.6503408340430819,59.42749244712991,54.57967289815573,59.2,55.00330161297892,mae,5.912331280802592,-4.847819548974189,
dual,cover_yolo,meanScore,format_slice,MOVIE,177,0.6270805056315835,58.9774011299435,53.40182909617614,58.5,53.57191130434977,mae,7.146852156385168,-5.575572033767366,
dual,cover_yolo,meanScore,format_slice,ONA,383,0.5007219163248173,57.30208877284595,51.8567266615196,56.5,52.41630877630124,mae,6.593784856248297,-5.445362111326352,
dual,cover_yolo,meanScore,format_slice,OVA,127,0.5189261747107671,61.67480314960631,54.4835515858801,59.6,53.9855123922991,mae,7.373440559450446,-7.191251563726209,
dual,cover_yolo,meanScore,format_slice,SPECIAL,481,0.4188322007746242,62.896673596673594,58.24308153238942,62.8,58.90310115630321,mae,5.903398829825119,-4.6535920642841795,
dual,cover_yolo,meanScore,format_slice,TV,34,0.5640712305308632,59.832352941176474,55.66797516737069,58.650000000000006,57.95406280762409,mae,6.9689360854829365,-4.164377773805771,
dual,cover_yolo,meanScore,source_slice,LIGHT_NOVEL,115,0.3791180290819257,65.40347826086956,59.119762040995575,64.1,60.11193040905628,mae,7.023173696596388,-6.283716219873993,
dual,cover_yolo,meanScore,source_slice,MANGA,306,0.36725387791909714,64.05326797385622,58.596180087362,63.9,59.3442695899451,mae,6.727958362584211,-5.457087886494216,
dual,cover_yolo,meanScore,source_slice,ORIGINAL,386,0.5699378970986295,57.23575129533679,52.12916146237734,56.55,52.77342715878039,mae,6.66695177714596,-5.106589832959448,
dual,cover_yolo,meanScore,source_slice,OTHER,79,0.5715085669285905,56.50886075949367,52.284245733181876,56.4,52.16432292941597,mae,5.4684067571086015,-4.224615026311792,
